calibration_task-0-keypress: {"altKey":false,"charCode":32,"ctrlKey":false,"keyCode":0,"metaKey":false,"shiftKey":false,"timeStamp":1301166006833,"which":32}
calibration_task-23-time-of-keypress: 1299438064022
calibration_task-23-time-of-showCharacters: 1299438063790
calibration_task-24-keypress: {"altKey":false,"charCode":32,"ctrlKey":false,"keyCode":0,"metaKey":false,"shiftKey":false,"timeStamp":1301166066614,"which":32}
calibration_task-24-keypress_before_show_prompt_count: 0
calibration_task-24-reaction-time: 237
calibration_task-24-time-of-doTask: 1299438065030
calibration_task-24-time-of-keypress: 1299438066614
calibration_task-24-time-of-showCharacters: 1299438066377
calibration_task-3-keypress: {"altKey":false,"charCode":32,"ctrlKey":false,"keyCode":0,"metaKey":false,"shiftKey":false,"timeStamp":1301166013953,"which":32}
calibration_task-3-keypress_before_show_prompt_count: 0
calibration_task-3-reaction-time: 244
calibration_task-3-time-of-doTask: 1299438012580
calibration_task-3-time-of-keypress: 1299438013954
calibration_task-3-time-of-showCharacters: 1299438013710
calibration_task-4-keypress: {"altKey":false,"charCode":32,"ctrlKey":false,"keyCode":0,"metaKey":false,"shiftKey":false,"timeStamp":1301166016545,"which":32}
calibration_task-4-keypress_before_show_prompt_count: 0
calibration_task-4-reaction-time: 209
calibration_task-4-time-of-doTask: 1299438014962
calibration_task-4-time-of-keypress: 1299438016545
calibration_task-4-time-of-showCharacters: 1299438016336
calibration_task-5-keypress: {"altKey":false,"charCode":32,"ctrlKey":false,"keyCode":0,"metaKey":false,"shiftKey":false,"timeStamp":1301166018890,"which":32}
calibration_task-5-keypress_before_show_prompt_count: 0
calibration_task-5-reaction-time: 116
calibration_task-5-time-of-doTask: 1299438017553
calibration_task-5-time-of-keypress: 1299438018891
calibration_task-5-time-of-showCharacters: 1299438018775
calibration_task-6-keypress: {"altKey":false,"charCode":32,"ctrlKey":false,"keyCode":0,"metaKey":false,"shiftKey":false,"timeStamp":1301166020953,"which":32}
calibration_task-6-keypress_before_show_prompt_count: 0
calibration_task-6-reaction-time: 268
calibration_task-6-time-of-doTask: 1299438019899
calibration_task-6-time-of-keypress: 1299438020953
calibration_task-6-time-of-showCharacters: 1299438020685
calibration_task-7-keypress: {"altKey":false,"charCode":32,"ctrlKey":false,"keyCode":0,"metaKey":false,"shiftKey":false,"timeStamp":1301166026118,"which":32}
calibration_task-7-keypress_before_show_prompt_count: 1
calibration_task-7-reaction-time: 313
calibration_task-7-time-of-doTask: 1299438021961
calibration_task-7-time-of-keypress: 1299438026118
calibration_task-7-time-of-showCharacters: 1299438025805
calibration_task-8-keypress: {"altKey":false,"charCode":32,"ctrlKey":false,"keyCode":0,"metaKey":false,"shiftKey":false,"timeStamp":1301166028607,"which":32}
calibration_task-8-keypress_before_show_prompt_count: 0
calibration_task-8-reaction-time: 272
calibration_task-8-time-of-doTask: 1299438027126
calibration_task-8-time-of-keypress: 1299438028608
calibration_task-8-time-of-showCharacters: 1299438028336
calibration_task-9-keypress: {"altKey":false,"charCode":32,"ctrlKey":false,"keyCode":0,"metaKey":false,"shiftKey":false,"timeStamp":1301166031253,"which":32}
calibration_task-9-keypress_before_show_prompt_count: 0
calibration_task-9-reaction-time: 233
calibration_task-9-time-of-doTask: 1299438029617
calibration_task-9-time-of-keypress: 1299438031254
calibration_task-9-time-of-showCharacters: 1299438031021
duration: 0y 0d 0h 20m 22s 222ms
form-load-time: 1299437955125
form-submit-time: 1299439181142
jQuery.browser.mozilla: true
jQuery.browser.version: 1.9.2.16
navigator.appCodeName: Mozilla
navigator.appName: Netscape
navigator.appVersion: 5.0 (X11; en-US)
navigator.platform: Linux x86_64
navigator.userAgent: Mozilla/5.0 (X11; U; Linux x86_64; en-US; rv:1.9.2.16) Gecko/20110323 Ubuntu/10.10 (maverick) Firefox/3.6.16
navigator.vendor: Ubuntu
screenAavilHeight: 743
screenAavilWidth: 1366
screenHeight: 768
screenWidth: 1366
submitButton: Submit
task-0-are-same: false
task-0-character-0-alphabet: myanmar
task-0-character-0-anonymous_url: http://scripts.mit.edu/~jgross/alphabets/results/accepted-images/aym0byjcagyn322dhix.png
task-0-character-0-character-number: 32
task-0-character-0-id: ay0bjcgydhix
task-0-character-1-alphabet: inuktitut
task-0-character-1-anonymous_url: http://scripts.mit.edu/~jgross/alphabets/results/accepted-images/a1i2xnm8u6dk01u2nbih.png
task-0-character-1-character-number: 01
task-0-character-1-id: a12xm86d2nbih
task-0-is-correct-answer: true
task-0-keypress: {"altKey":false,"charCode":32,"ctrlKey":false,"keyCode":0,"metaKey":false,"shiftKey":false,"timeStamp":1301166074611,"which":32}
task-0-keypress_before_show_prompt_count: 0
task-0-noise-image-0-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise0.png
task-0-noise-image-1-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise3.png
task-0-noise-image-2-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise0.png
task-0-noise-image-3-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise6.png
task-0-noise-image-4-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise8.png
task-0-reaction-time: 519
task-0-time-of-doTask: 1299438072956
task-0-time-of-keypress: 1299438074612
task-0-time-of-showCharacters: 1299438074093
task-1-are-same: false
task-1-character-0-alphabet: sylheti
task-1-character-0-anonymous_url: http://scripts.mit.edu/~jgross/alphabets/results/accepted-images/amsynypll5xh17zzw6q.png
task-1-character-0-character-number: 17
task-1-character-0-id: amynpl5xzw6q
task-1-character-1-alphabet: myanmar
task-1-character-1-anonymous_url: http://scripts.mit.edu/~jgross/alphabets/results/accepted-images/a1mclyejahbn312x9yyn.png
task-1-character-1-character-number: 31
task-1-character-1-id: a1clejhbx9yyn
task-1-is-correct-answer: true
task-1-keypress: {"altKey":false,"charCode":32,"ctrlKey":false,"keyCode":0,"metaKey":false,"shiftKey":false,"timeStamp":1301166077274,"which":32}
task-1-keypress_before_show_prompt_count: 0
task-1-noise-image-0-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise4.png
task-1-noise-image-1-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise2.png
task-1-noise-image-2-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise6.png
task-1-noise-image-3-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise0.png
task-1-noise-image-4-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise7.png
task-1-reaction-time: 880
task-1-time-of-doTask: 1299438075636
task-1-time-of-keypress: 1299438077275
task-1-time-of-showCharacters: 1299438076395
task-10-are-same: false
task-10-character-0-alphabet: korean
task-10-character-0-anonymous_url: http://scripts.mit.edu/~jgross/alphabets/results/accepted-images/aakv4opzrxde397oebd.png
task-10-character-0-character-number: 39
task-10-character-0-id: aav4pzxdoebd
task-10-character-1-alphabet: inuktitut
task-10-character-1-anonymous_url: http://scripts.mit.edu/~jgross/alphabets/results/accepted-images/alijsnxtu6vk01r0a30.png
task-10-character-1-character-number: 01
task-10-character-1-id: aljsxt6v0a30
task-10-is-correct-answer: true
task-10-keypress: {"altKey":false,"charCode":32,"ctrlKey":false,"keyCode":0,"metaKey":false,"shiftKey":false,"timeStamp":1301166127224,"which":32}
task-10-keypress_before_show_prompt_count: 0
task-10-noise-image-0-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise0.png
task-10-noise-image-1-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise1.png
task-10-noise-image-2-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise5.png
task-10-noise-image-3-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise0.png
task-10-noise-image-4-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise0.png
task-10-reaction-time: 992
task-10-time-of-doTask: 1299438125559
task-10-time-of-keypress: 1299438127224
task-10-time-of-showCharacters: 1299438126232
task-100-are-same: true
task-100-character-0-alphabet: korean
task-100-character-0-anonymous_url: http://scripts.mit.edu/~jgross/alphabets/results/accepted-images/a1ks3onjrxhe28cehcip.png
task-100-character-0-character-number: 28
task-100-character-0-id: a1s3njxhehcip
task-100-character-1-alphabet: korean
task-100-character-1-anonymous_url: http://scripts.mit.edu/~jgross/alphabets/results/accepted-images/a2keronxre6e280jlm4x.png
task-100-character-1-character-number: 28
task-100-character-1-id: a2ernxe6jlm4x
task-100-is-correct-answer: true
task-100-noise-image-0-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise3.png
task-100-noise-image-1-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise6.png
task-100-noise-image-2-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise1.png
task-100-noise-image-3-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise2.png
task-100-noise-image-4-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise8.png
task-100-reaction-time: -1
task-100-time-of-doTask: 1299438536666
task-100-time-of-showCharacters: 1299438538080
task-101-are-same: true
task-101-character-0-alphabet: sylheti
task-101-character-0-anonymous_url: http://scripts.mit.edu/~jgross/alphabets/results/accepted-images/a2sduy38l80h20mjbrov.png
task-101-character-0-character-number: 20
task-101-character-0-id: a2du3880jbrov
task-101-character-1-alphabet: sylheti
task-101-character-1-anonymous_url: http://scripts.mit.edu/~jgross/alphabets/results/accepted-images/a3sr9yq9lwqh201m1nyz.png
task-101-character-1-character-number: 20
task-101-character-1-id: a3r9q9wqm1nyz
task-101-is-correct-answer: true
task-101-noise-image-0-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise6.png
task-101-noise-image-1-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise2.png
task-101-noise-image-2-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise3.png
task-101-noise-image-3-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise0.png
task-101-noise-image-4-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise3.png
task-101-reaction-time: -1
task-101-time-of-doTask: 1299438543114
task-101-time-of-showCharacters: 1299438544239
task-102-are-same: true
task-102-character-0-alphabet: atemayar
task-102-character-0-anonymous_url: http://scripts.mit.edu/~jgross/alphabets/results/accepted-images/a1avzthyep8m10byvxkz.png
task-102-character-0-character-number: 10
task-102-character-0-id: a1vzhyp8yvxkz
task-102-character-1-alphabet: atemayar
task-102-character-1-anonymous_url: http://scripts.mit.edu/~jgross/alphabets/results/accepted-images/avalbtkme6qm10ipb1s.png
task-102-character-1-character-number: 10
task-102-character-1-id: avlbkm6qpb1s
task-102-is-correct-answer: true
task-102-noise-image-0-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise1.png
task-102-noise-image-1-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise7.png
task-102-noise-image-2-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise6.png
task-102-noise-image-3-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise0.png
task-102-noise-image-4-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise1.png
task-102-reaction-time: -1
task-102-time-of-doTask: 1299438549274
task-102-time-of-showCharacters: 1299438550053
task-103-are-same: true
task-103-character-0-alphabet: inuktitut
task-103-character-0-anonymous_url: http://scripts.mit.edu/~jgross/alphabets/results/accepted-images/a1iz5n9eub5k118sfxpy.png
task-103-character-0-character-number: 11
task-103-character-0-id: a1z59eb5sfxpy
task-103-character-1-alphabet: inuktitut
task-103-character-1-anonymous_url: http://scripts.mit.edu/~jgross/alphabets/results/accepted-images/a1ij8ns7ugik11uyto4a.png
task-103-character-1-character-number: 11
task-103-character-1-id: a1j8s7giyto4a
task-103-is-correct-answer: true
task-103-noise-image-0-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise0.png
task-103-noise-image-1-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise1.png
task-103-noise-image-2-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise2.png
task-103-noise-image-3-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise2.png
task-103-noise-image-4-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise3.png
task-103-reaction-time: -1
task-103-time-of-doTask: 1299438555086
task-103-time-of-showCharacters: 1299438556682
task-104-are-same: true
task-104-character-0-alphabet: tagalog
task-104-character-0-anonymous_url: http://scripts.mit.edu/~jgross/alphabets/results/accepted-images/a1teharxgjpa02klsq0r.png
task-104-character-0-character-number: 02
task-104-character-0-id: a1ehrxjplsq0r
task-104-character-1-alphabet: tagalog
task-104-character-1-anonymous_url: http://scripts.mit.edu/~jgross/alphabets/results/accepted-images/a1ts3anjgxha02cehcip.png
task-104-character-1-character-number: 02
task-104-character-1-id: a1s3njxhehcip
task-104-is-correct-answer: true
task-104-noise-image-0-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise9.png
task-104-noise-image-1-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise0.png
task-104-noise-image-2-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise8.png
task-104-noise-image-3-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise3.png
task-104-noise-image-4-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise6.png
task-104-reaction-time: -1
task-104-time-of-doTask: 1299438561716
task-104-time-of-showCharacters: 1299438563195
task-105-are-same: true
task-105-character-0-alphabet: atemayar
task-105-character-0-anonymous_url: http://scripts.mit.edu/~jgross/alphabets/results/accepted-images/a1aqktu9emcm23gcvl35.png
task-105-character-0-character-number: 23
task-105-character-0-id: a1qku9mccvl35
task-105-character-1-alphabet: atemayar
task-105-character-1-anonymous_url: http://scripts.mit.edu/~jgross/alphabets/results/accepted-images/a1apotymebem23kntexx.png
task-105-character-1-character-number: 23
task-105-character-1-id: a1poymbentexx
task-105-is-correct-answer: true
task-105-noise-image-0-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise4.png
task-105-noise-image-1-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise8.png
task-105-noise-image-2-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise9.png
task-105-noise-image-3-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise2.png
task-105-noise-image-4-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise8.png
task-105-reaction-time: -1
task-105-time-of-doTask: 1299438568229
task-105-time-of-showCharacters: 1299438569104
task-106-are-same: true
task-106-character-0-alphabet: atemayar
task-106-character-0-anonymous_url: http://scripts.mit.edu/~jgross/alphabets/results/accepted-images/a3a1et6jechm258ki335.png
task-106-character-0-character-number: 25
task-106-character-0-id: a31e6jchki335
task-106-character-1-alphabet: atemayar
task-106-character-1-anonymous_url: http://scripts.mit.edu/~jgross/alphabets/results/accepted-images/a3a1xtqfetzm25icsia2.png
task-106-character-1-character-number: 25
task-106-character-1-id: a31xqftzcsia2
task-106-is-correct-answer: true
task-106-noise-image-0-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise9.png
task-106-noise-image-1-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise6.png
task-106-noise-image-2-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise4.png
task-106-noise-image-3-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise4.png
task-106-noise-image-4-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise3.png
task-106-reaction-time: -1
task-106-time-of-doTask: 1299438574141
task-106-time-of-showCharacters: 1299438575026
task-107-are-same: false
task-107-character-0-alphabet: inuktitut
task-107-character-0-anonymous_url: http://scripts.mit.edu/~jgross/alphabets/results/accepted-images/a1imannxuzok01lpzden.png
task-107-character-0-character-number: 01
task-107-character-0-id: a1manxzopzden
task-107-character-1-alphabet: sylheti
task-107-character-1-anonymous_url: http://scripts.mit.edu/~jgross/alphabets/results/accepted-images/a3s20y9glnoh1719duil.png
task-107-character-1-character-number: 17
task-107-character-1-id: a3209gno9duil
task-107-is-correct-answer: true
task-107-keypress: {"altKey":false,"charCode":106,"ctrlKey":false,"keyCode":0,"metaKey":false,"shiftKey":false,"timeStamp":1301166581975,"which":106}
task-107-keypress_before_show_prompt_count: 0
task-107-noise-image-0-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise3.png
task-107-noise-image-1-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise1.png
task-107-noise-image-2-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise6.png
task-107-noise-image-3-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise1.png
task-107-noise-image-4-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise2.png
task-107-reaction-time: 701
task-107-time-of-doTask: 1299438580062
task-107-time-of-keypress: 1299438581976
task-107-time-of-showCharacters: 1299438581275
task-108-are-same: false
task-108-character-0-alphabet: korean
task-108-character-0-anonymous_url: http://scripts.mit.edu/~jgross/alphabets/results/accepted-images/a1kmaonxrzoe28lpzden.png
task-108-character-0-character-number: 28
task-108-character-0-id: a1manxzopzden
task-108-character-1-alphabet: atemayar
task-108-character-1-anonymous_url: http://scripts.mit.edu/~jgross/alphabets/results/accepted-images/a2apftkteghm25hg1ofp.png
task-108-character-1-character-number: 25
task-108-character-1-id: a2pfktghg1ofp
task-108-is-correct-answer: true
task-108-keypress: {"altKey":false,"charCode":106,"ctrlKey":false,"keyCode":0,"metaKey":false,"shiftKey":false,"timeStamp":1301166585224,"which":106}
task-108-keypress_before_show_prompt_count: 0
task-108-noise-image-0-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise4.png
task-108-noise-image-1-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise6.png
task-108-noise-image-2-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise3.png
task-108-noise-image-3-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise2.png
task-108-noise-image-4-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise6.png
task-108-reaction-time: 723
task-108-time-of-doTask: 1299438583004
task-108-time-of-keypress: 1299438585225
task-108-time-of-showCharacters: 1299438584502
task-109-are-same: true
task-109-character-0-alphabet: tagalog
task-109-character-0-anonymous_url: http://scripts.mit.edu/~jgross/alphabets/results/accepted-images/altjsaxtg6va06r0a30.png
task-109-character-0-character-number: 06
task-109-character-0-id: aljsxt6v0a30
task-109-character-1-alphabet: tagalog
task-109-character-1-anonymous_url: http://scripts.mit.edu/~jgross/alphabets/results/accepted-images/avtlbakmg6qa06ipb1s.png
task-109-character-1-character-number: 06
task-109-character-1-id: avlbkm6qpb1s
task-109-is-correct-answer: true
task-109-noise-image-0-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise8.png
task-109-noise-image-1-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise0.png
task-109-noise-image-2-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise2.png
task-109-noise-image-3-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise4.png
task-109-noise-image-4-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise4.png
task-109-reaction-time: -1
task-109-time-of-doTask: 1299438586254
task-109-time-of-showCharacters: 1299438587213
task-11-are-same: false
task-11-character-0-alphabet: inuktitut
task-11-character-0-anonymous_url: http://scripts.mit.edu/~jgross/alphabets/results/accepted-images/a1iqknu9umck03gcvl35.png
task-11-character-0-character-number: 03
task-11-character-0-id: a1qku9mccvl35
task-11-character-1-alphabet: atemayar
task-11-character-1-anonymous_url: http://scripts.mit.edu/~jgross/alphabets/results/accepted-images/a3a1xtqfetzm06icsia2.png
task-11-character-1-character-number: 06
task-11-character-1-id: a31xqftzcsia2
task-11-is-correct-answer: true
task-11-keypress: {"altKey":false,"charCode":32,"ctrlKey":false,"keyCode":0,"metaKey":false,"shiftKey":false,"timeStamp":1301166129785,"which":32}
task-11-keypress_before_show_prompt_count: 0
task-11-noise-image-0-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise2.png
task-11-noise-image-1-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise8.png
task-11-noise-image-2-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise9.png
task-11-noise-image-3-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise0.png
task-11-noise-image-4-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise9.png
task-11-reaction-time: 774
task-11-time-of-doTask: 1299438128250
task-11-time-of-keypress: 1299438129785
task-11-time-of-showCharacters: 1299438129011
task-110-are-same: false
task-110-character-0-alphabet: atemayar
task-110-character-0-anonymous_url: http://scripts.mit.edu/~jgross/alphabets/results/accepted-images/a6afjtbveuzm25yrhm6.png
task-110-character-0-character-number: 25
task-110-character-0-id: a6fjbvuzrhm6
task-110-character-1-alphabet: myanmar
task-110-character-1-anonymous_url: http://scripts.mit.edu/~jgross/alphabets/results/accepted-images/a1mehyrxajpn01klsq0r.png
task-110-character-1-character-number: 01
task-110-character-1-id: a1ehrxjplsq0r
task-110-is-correct-answer: true
task-110-keypress: {"altKey":false,"charCode":106,"ctrlKey":false,"keyCode":0,"metaKey":false,"shiftKey":false,"timeStamp":1301166602664,"which":106}
task-110-keypress_before_show_prompt_count: 0
task-110-noise-image-0-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise2.png
task-110-noise-image-1-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise4.png
