calibration_task-0-keypress: {""altKey"":false,""charCode"":35,""ctrlKey"":false,""keyCode"":35,""metaKey"":false,""shiftKey"":true,""timeStamp"":1301728050304,""which"":35}
calibration_task-13-keypress: {""altKey"":false,""charCode"":97,""ctrlKey"":false,""keyCode"":97,""metaKey"":false,""shiftKey"":false,""timeStamp"":1301728098319,""which"":97}
calibration_task-13-keypress_before_show_prompt_count: 0
calibration_task-13-reaction-time: 230
calibration_task-13-time-of-doTask: 1302073696971
calibration_task-13-time-of-keypress: 1302073698319
calibration_task-13-time-of-showCharacters: 1302073698089
calibration_task-14-keypress: {""altKey"":false,""charCode"":97,""ctrlKey"":false,""keyCode"":97,""metaKey"":false,""shiftKey"":false,""timeStamp"":1301728100684,""which"":97}
calibration_task-14-keypress_before_show_prompt_count: 0
calibration_task-14-reaction-time: 214
calibration_task-14-time-of-doTask: 1302073699322
calibration_task-14-time-of-keypress: 1302073700684
calibration_task-14-time-of-showCharacters: 1302073700470
calibration_task-15-keypress: {""altKey"":false,""charCode"":97,""ctrlKey"":false,""keyCode"":97,""metaKey"":false,""shiftKey"":false,""timeStamp"":1301728102925,""which"":97}
calibration_task-15-keypress_before_show_prompt_count: 0
calibration_task-15-reaction-time: 212
calibration_task-15-time-of-doTask: 1302073701687
calibration_task-15-time-of-keypress: 1302073702926
calibration_task-15-time-of-showCharacters: 1302073702714
calibration_task-16-keypress: {""altKey"":false,""charCode"":97,""ctrlKey"":false,""keyCode"":97,""metaKey"":false,""shiftKey"":false,""timeStamp"":1301728104863,""which"":97}
calibration_task-16-keypress_before_show_prompt_count: 0
calibration_task-16-reaction-time: 218
calibration_task-16-time-of-doTask: 1302073703927
calibration_task-16-time-of-keypress: 1302073704863
calibration_task-16-time-of-showCharacters: 1302073704645
calibration_task-17-keypress: {""altKey"":false,""charCode"":97,""ctrlKey"":false,""keyCode"":97,""metaKey"":false,""shiftKey"":false,""timeStamp"":1301728115553,""which"":97}
calibration_task-17-keypress_before_show_prompt_count: 2
calibration_task-17-reaction-time: 1901
calibration_task-17-time-of-doTask: 1302073705866
calibration_task-17-time-of-keypress: 1302073715553
calibration_task-17-time-of-showCharacters: 1302073713652
calibration_task-18-keypress: {""altKey"":false,""charCode"":97,""ctrlKey"":false,""keyCode"":97,""metaKey"":false,""shiftKey"":false,""timeStamp"":1301728117484,""which"":97}
calibration_task-18-keypress_before_show_prompt_count: 0
calibration_task-18-reaction-time: 256
calibration_task-18-time-of-doTask: 1302073716556
calibration_task-18-time-of-keypress: 1302073717484
calibration_task-18-time-of-showCharacters: 1302073717228
calibration_task-19-keypress: {""altKey"":false,""charCode"":97,""ctrlKey"":false,""keyCode"":97,""metaKey"":false,""shiftKey"":false,""timeStamp"":1301728119915,""which"":97}
calibration_task-19-keypress_before_show_prompt_count: 0
calibration_task-19-reaction-time: 288
calibration_task-19-time-of-doTask: 1302073718488
calibration_task-19-time-of-keypress: 1302073719915
calibration_task-19-time-of-showCharacters: 1302073719627
calibration_task-2-keypress: {""altKey"":false,""charCode"":35,""ctrlKey"":false,""keyCode"":35,""metaKey"":false,""shiftKey"":true,""timeStamp"":1301728061303,""which"":35}
calibration_task-2-keypress_before_show_prompt_count: 1
calibration_task-2-reaction-time: 1288
calibration_task-2-time-of-doTask: 1302073654163
calibration_task-2-time-of-keypress: 1302073661303
calibration_task-2-time-of-showCharacters: 1302073660015
calibration_task-20-keypress: {""altKey"":false,""charCode"":97,""ctrlKey"":false,""keyCode"":97,""metaKey"":false,""shiftKey"":false,""timeStamp"":1301728122378,""which"":97}
calibration_task-20-keypress_before_show_prompt_count: 0
calibration_task-20-reaction-time: 295
calibration_task-20-time-of-doTask: 1302073720918
calibration_task-20-time-of-keypress: 1302073722379
calibration_task-20-time-of-showCharacters: 1302073722084
calibration_task-21-keypress: {""altKey"":false,""charCode"":97,""ctrlKey"":false,""keyCode"":97,""metaKey"":false,""shiftKey"":false,""timeStamp"":1301728126005,""which"":97}
calibration_task-21-keypress_before_show_prompt_count: 0
calibration_task-21-reaction-time: 1657
calibration_task-21-time-of-doTask: 1302073723381
calibration_task-21-time-of-keypress: 1302073726005
calibration_task-21-time-of-showCharacters: 1302073724348
calibration_task-22-keypress: {""altKey"":false,""charCode"":97,""ctrlKey"":false,""keyCode"":97,""metaKey"":false,""shiftKey"":false,""timeStamp"":1301728128571,""which"":97}
calibration_task-22-keypress_before_show_prompt_count: 0
calibration_task-22-reaction-time: 296
calibration_task-22-time-of-doTask: 1302073727008
calibration_task-22-time-of-keypress: 1302073728572
calibration_task-22-time-of-showCharacters: 1302073728276
calibration_task-23-keypress: {""altKey"":false,""charCode"":97,""ctrlKey"":false,""keyCode"":97,""metaKey"":false,""shiftKey"":false,""timeStamp"":1301728130763,""which"":97}
calibration_task-23-keypress_before_show_prompt_count: 0
calibration_task-23-reaction-time: 246
calibration_task-23-time-of-doTask: 1302073729573
calibration_task-23-time-of-keypress: 1302073730763
calibration_task-23-time-of-showCharacters: 1302073730517
calibration_task-24-keypress: {""altKey"":false,""charCode"":97,""ctrlKey"":false,""keyCode"":97,""metaKey"":false,""shiftKey"":false,""timeStamp"":1301728132896,""which"":97}
calibration_task-24-keypress_before_show_prompt_count: 0
calibration_task-24-reaction-time: 34
calibration_task-24-time-of-doTask: 1302073731766
calibration_task-24-time-of-keypress: 1302073732896
calibration_task-24-time-of-showCharacters: 1302073732862
calibration_task-3-keypress: {""altKey"":false,""charCode"":64,""ctrlKey"":false,""keyCode"":64,""metaKey"":false,""shiftKey"":true,""timeStamp"":1301728069236,""which"":64}
calibration_task-3-keypress_before_show_prompt_count: 1
calibration_task-3-reaction-time: 1862
calibration_task-3-time-of-doTask: 1302073662306
calibration_task-3-time-of-keypress: 1302073669236
calibration_task-3-time-of-showCharacters: 1302073667374
calibration_task-4-keypress: {""altKey"":false,""charCode"":100,""ctrlKey"":false,""keyCode"":100,""metaKey"":false,""shiftKey"":false,""timeStamp"":1301728071024,""which"":100}
calibration_task-4-keypress_before_show_prompt_count: 0
calibration_task-4-reaction-time: 141
calibration_task-4-time-of-doTask: 1302073670239
calibration_task-4-time-of-keypress: 1302073671024
calibration_task-4-time-of-showCharacters: 1302073670883
calibration_task-5-keypress: {""altKey"":false,""charCode"":97,""ctrlKey"":false,""keyCode"":97,""metaKey"":false,""shiftKey"":false,""timeStamp"":1301728075866,""which"":97}
calibration_task-5-keypress_before_show_prompt_count: 1
calibration_task-5-reaction-time: 694
calibration_task-5-time-of-doTask: 1302073672026
calibration_task-5-time-of-keypress: 1302073675866
calibration_task-5-time-of-showCharacters: 1302073675172
calibration_task-6-keypress: {""altKey"":false,""charCode"":97,""ctrlKey"":false,""keyCode"":97,""metaKey"":false,""shiftKey"":false,""timeStamp"":1301728081172,""which"":97}
calibration_task-6-keypress_before_show_prompt_count: 1
calibration_task-6-reaction-time: 629
calibration_task-6-time-of-doTask: 1302073676869
calibration_task-6-time-of-keypress: 1302073681172
calibration_task-6-time-of-showCharacters: 1302073680543
calibration_task-7-keypress: {""altKey"":false,""charCode"":97,""ctrlKey"":false,""keyCode"":97,""metaKey"":false,""shiftKey"":false,""timeStamp"":1301728083308,""which"":97}
calibration_task-7-keypress_before_show_prompt_count: 0
calibration_task-7-reaction-time: 360
calibration_task-7-time-of-doTask: 1302073682174
calibration_task-7-time-of-keypress: 1302073683308
calibration_task-7-time-of-showCharacters: 1302073682948
calibration_task-8-keypress: {""altKey"":false,""charCode"":97,""ctrlKey"":false,""keyCode"":97,""metaKey"":false,""shiftKey"":false,""timeStamp"":1301728086013,""which"":97}
calibration_task-8-keypress_before_show_prompt_count: 0
calibration_task-8-reaction-time: 317
calibration_task-8-time-of-doTask: 1302073684311
calibration_task-8-time-of-keypress: 1302073686014
calibration_task-8-time-of-showCharacters: 1302073685697
calibration_task-9-keypress: {""altKey"":false,""charCode"":97,""ctrlKey"":false,""keyCode"":97,""metaKey"":false,""shiftKey"":false,""timeStamp"":1301728088725,""which"":97}
calibration_task-9-keypress_before_show_prompt_count: 0
calibration_task-9-reaction-time: 237
calibration_task-9-time-of-doTask: 1302073687016
calibration_task-9-time-of-keypress: 1302073688725
calibration_task-9-time-of-showCharacters: 1302073688488
duration: 0y 0d 0h 27m 52s 386ms
feedback: Very interesting task!
form-load-time: 1302073117342
form-submit-time: 1302074793263
jQuery.browser.mozilla: 
jQuery.browser.msie: 
jQuery.browser.opera: 
jQuery.browser.safari: true
jQuery.browser.version: 534.16
jQuery.browser.webkit: true
navigator.appCodeName: Mozilla
navigator.appName: Netscape
navigator.appVersion: 5.0 (Windows; U; Windows NT 6.1; en-US) AppleWebKit/534.16 (KHTML, like Gecko) Chrome/10.0.648.204 Safari/534.16
navigator.platform: Win32
navigator.userAgent: Mozilla/5.0 (Windows; U; Windows NT 6.1; en-US) AppleWebKit/534.16 (KHTML, like Gecko) Chrome/10.0.648.204 Safari/534.16
navigator.vendor: Google Inc.
reject: 
screenAvailHeight: 728
screenAvailWidth: 1366
screenHeight: 768
screenWidth: 1366
submit: Submit
task-0-are-same: false
task-0-character-0-alphabet: sylheti
task-0-character-0-anonymous_url: http://scripts.mit.edu/~jgross/alphabets/results/accepted-images/atsvyyxllweh19h5n03.png
task-0-character-0-character-number: 19
task-0-character-0-id: atvyxlwe5n03
task-0-character-1-alphabet: korean
task-0-character-1-anonymous_url: http://scripts.mit.edu/~jgross/alphabets/results/accepted-images/a3kd7oxwrp0e04ygand5.png
task-0-character-1-character-number: 04
task-0-character-1-id: a3d7xwp0gand5
task-0-is-correct-answer: true
task-0-keypress: {""altKey"":false,""charCode"":97,""ctrlKey"":false,""keyCode"":97,""metaKey"":false,""shiftKey"":false,""timeStamp"":1301728166845,""which"":97}
task-0-keypress_before_show_prompt_count: 0
task-0-noise-image-0-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise2.png
task-0-noise-image-1-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise3.png
task-0-noise-image-2-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise5.png
task-0-noise-image-3-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise8.png
task-0-noise-image-4-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise5.png
task-0-reaction-time: 657
task-0-time-of-doTask: 1302073764945
task-0-time-of-keypress: 1302073766846
task-0-time-of-showCharacters: 1302073766189
task-1-are-same: false
task-1-character-0-alphabet: sylheti
task-1-character-0-anonymous_url: http://scripts.mit.edu/~jgross/alphabets/results/accepted-images/a1sj8ys7lgih17uyto4a.png
task-1-character-0-character-number: 17
task-1-character-0-id: a1j8s7giyto4a
task-1-character-1-alphabet: inuktitut
task-1-character-1-anonymous_url: http://scripts.mit.edu/~jgross/alphabets/results/accepted-images/a1iw3nfou0dk0177cf5t.png
task-1-character-1-character-number: 01
task-1-character-1-id: a1w3fo0d7cf5t
task-1-is-correct-answer: true
task-1-keypress: {""altKey"":false,""charCode"":97,""ctrlKey"":false,""keyCode"":97,""metaKey"":false,""shiftKey"":false,""timeStamp"":1301728169485,""which"":97}
task-1-keypress_before_show_prompt_count: 0
task-1-noise-image-0-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise1.png
task-1-noise-image-1-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise5.png
task-1-noise-image-2-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise5.png
task-1-noise-image-3-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise3.png
task-1-noise-image-4-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise8.png
task-1-reaction-time: 530
task-1-time-of-doTask: 1302073767860
task-1-time-of-keypress: 1302073769485
task-1-time-of-showCharacters: 1302073768955
task-10-are-same: true
task-10-character-0-alphabet: atemayar
task-10-character-0-anonymous_url: http://scripts.mit.edu/~jgross/alphabets/results/accepted-images/a2apftkteghm06hg1ofp.png
task-10-character-0-character-number: 06
task-10-character-0-id: a2pfktghg1ofp
task-10-character-1-alphabet: atemayar
task-10-character-1-anonymous_url: http://scripts.mit.edu/~jgross/alphabets/results/accepted-images/a1avzthyep8m06byvxkz.png
task-10-character-1-character-number: 06
task-10-character-1-id: a1vzhyp8yvxkz
task-10-is-correct-answer: false
task-10-keypress: {""altKey"":false,""charCode"":97,""ctrlKey"":false,""keyCode"":97,""metaKey"":false,""shiftKey"":false,""timeStamp"":1301728197959,""which"":97}
task-10-keypress_before_show_prompt_count: 0
task-10-noise-image-0-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise0.png
task-10-noise-image-1-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise1.png
task-10-noise-image-2-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise8.png
task-10-noise-image-3-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise2.png
task-10-noise-image-4-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise4.png
task-10-reaction-time: 380
task-10-time-of-doTask: 1302073796811
task-10-time-of-keypress: 1302073797959
task-10-time-of-showCharacters: 1302073797579
task-100-are-same: false
task-100-character-0-alphabet: myanmar
task-100-character-0-anonymous_url: http://scripts.mit.edu/~jgross/alphabets/results/accepted-images/a1mj8ys7agin32uyto4a.png
task-100-character-0-character-number: 32
task-100-character-0-id: a1j8s7giyto4a
task-100-character-1-alphabet: inuktitut
task-100-character-1-anonymous_url: http://scripts.mit.edu/~jgross/alphabets/results/accepted-images/alijsnxtu6vk11r0a30.png
task-100-character-1-character-number: 11
task-100-character-1-id: aljsxt6v0a30
task-100-is-correct-answer: true
task-100-keypress: {""altKey"":false,""charCode"":106,""ctrlKey"":false,""keyCode"":106,""metaKey"":false,""shiftKey"":false,""timeStamp"":1301728620475,""which"":106}
task-100-keypress_before_show_prompt_count: 0
task-100-noise-image-0-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise1.png
task-100-noise-image-1-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise7.png
task-100-noise-image-2-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise4.png
task-100-noise-image-3-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise3.png
task-100-noise-image-4-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise2.png
task-100-reaction-time: 1225
task-100-time-of-doTask: 1302074218167
task-100-time-of-keypress: 1302074220475
task-100-time-of-showCharacters: 1302074219250
task-101-are-same: false
task-101-character-0-alphabet: inuktitut
task-101-character-0-anonymous_url: http://scripts.mit.edu/~jgross/alphabets/results/accepted-images/aei0inbwut7k11easth.png
task-101-character-0-character-number: 11
task-101-character-0-id: ae0ibwt7asth
task-101-character-1-alphabet: sylheti
task-101-character-1-anonymous_url: http://scripts.mit.edu/~jgross/alphabets/results/accepted-images/a1sqkyu9lmch19gcvl35.png
task-101-character-1-character-number: 19
task-101-character-1-id: a1qku9mccvl35
task-101-is-correct-answer: true
task-101-keypress: {""altKey"":false,""charCode"":106,""ctrlKey"":false,""keyCode"":106,""metaKey"":false,""shiftKey"":false,""timeStamp"":1301728623923,""which"":106}
task-101-keypress_before_show_prompt_count: 0
task-101-noise-image-0-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise1.png
task-101-noise-image-1-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise5.png
task-101-noise-image-2-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise6.png
task-101-noise-image-3-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise0.png
task-101-noise-image-4-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise7.png
task-101-reaction-time: 1664
task-101-time-of-doTask: 1302074221595
task-101-time-of-keypress: 1302074223923
task-101-time-of-showCharacters: 1302074222259
task-102-are-same: false
task-102-character-0-alphabet: inuktitut
task-102-character-0-anonymous_url: http://scripts.mit.edu/~jgross/alphabets/results/accepted-images/a2ipgnu4upik01093b1q.png
task-102-character-0-character-number: 01
task-102-character-0-id: a2pgu4pi93b1q
task-102-character-1-alphabet: tagalog
task-102-character-1-anonymous_url: http://scripts.mit.edu/~jgross/alphabets/results/accepted-images/a1tl2afzgyna10s31zvf.png
task-102-character-1-character-number: 10
task-102-character-1-id: a1l2fzyn31zvf
task-102-is-correct-answer: true
task-102-keypress: {""altKey"":false,""charCode"":106,""ctrlKey"":false,""keyCode"":106,""metaKey"":false,""shiftKey"":false,""timeStamp"":1301728627107,""which"":106}
task-102-keypress_before_show_prompt_count: 0
task-102-noise-image-0-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise9.png
task-102-noise-image-1-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise1.png
task-102-noise-image-2-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise3.png
task-102-noise-image-3-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise4.png
task-102-noise-image-4-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise7.png
task-102-reaction-time: 765
task-102-time-of-doTask: 1302074225037
task-102-time-of-keypress: 1302074227108
task-102-time-of-showCharacters: 1302074226343
task-103-are-same: true
task-103-character-0-alphabet: korean
task-103-character-0-anonymous_url: http://scripts.mit.edu/~jgross/alphabets/results/accepted-images/a2kpxo0arywe39txngce.png
task-103-character-0-character-number: 39
task-103-character-0-id: a2px0aywxngce
task-103-character-1-alphabet: korean
task-103-character-1-anonymous_url: http://scripts.mit.edu/~jgross/alphabets/results/accepted-images/a2keronxre6e390jlm4x.png
task-103-character-1-character-number: 39
task-103-character-1-id: a2ernxe6jlm4x
task-103-is-correct-answer: true
task-103-keypress: 
task-103-keypress_before_show_prompt_count: 
task-103-noise-image-0-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise0.png
task-103-noise-image-1-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise2.png
task-103-noise-image-2-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise2.png
task-103-noise-image-3-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise3.png
task-103-noise-image-4-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise7.png
task-103-reaction-time: -1
task-103-time-of-doTask: 1302074228224
task-103-time-of-keypress: 
task-103-time-of-showCharacters: 1302074229432
task-104-are-same: false
task-104-character-0-alphabet: myanmar
task-104-character-0-anonymous_url: http://scripts.mit.edu/~jgross/alphabets/results/accepted-images/ajmf6y6jawen317n7bx.png
task-104-character-0-character-number: 31
task-104-character-0-id: ajf66jwen7bx
task-104-character-1-alphabet: myanmar
task-104-character-1-anonymous_url: http://scripts.mit.edu/~jgross/alphabets/results/accepted-images/a3mqayt9aqkn256qumi2.png
task-104-character-1-character-number: 25
task-104-character-1-id: a3qat9qkqumi2
task-104-is-correct-answer: true
task-104-keypress: {""altKey"":false,""charCode"":106,""ctrlKey"":false,""keyCode"":106,""metaKey"":false,""shiftKey"":false,""timeStamp"":1301728638040,""which"":106}
task-104-keypress_before_show_prompt_count: 0
task-104-noise-image-0-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise6.png
task-104-noise-image-1-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise4.png
task-104-noise-image-2-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise2.png
task-104-noise-image-3-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise6.png
task-104-noise-image-4-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise0.png
task-104-reaction-time: 2128
task-104-time-of-doTask: 1302074234592
task-104-time-of-keypress: 1302074238040
task-104-time-of-showCharacters: 1302074235912
task-105-are-same: false
task-105-character-0-alphabet: atemayar
task-105-character-0-anonymous_url: http://scripts.mit.edu/~jgross/alphabets/results/accepted-images/a6afjtbveuzm06yrhm6.png
task-105-character-0-character-number: 06
task-105-character-0-id: a6fjbvuzrhm6
task-105-character-1-alphabet: tagalog
task-105-character-1-anonymous_url: http://scripts.mit.edu/~jgross/alphabets/results/accepted-images/a3tmva1jgtwa02hep7xn.png
task-105-character-1-character-number: 02
task-105-character-1-id: a3mv1jtwep7xn
task-105-is-correct-answer: true
task-105-keypress: {""altKey"":false,""charCode"":106,""ctrlKey"":false,""keyCode"":106,""metaKey"":false,""shiftKey"":false,""timeStamp"":1301728641555,""which"":106}
task-105-keypress_before_show_prompt_count: 0
task-105-noise-image-0-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise6.png
task-105-noise-image-1-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise1.png
task-105-noise-image-2-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise0.png
task-105-noise-image-3-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise3.png
task-105-noise-image-4-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise1.png
task-105-reaction-time: 980
task-105-time-of-doTask: 1302074239164
task-105-time-of-keypress: 1302074241556
task-105-time-of-showCharacters: 1302074240576
task-106-are-same: false
task-106-character-0-alphabet: atemayar
task-106-character-0-anonymous_url: http://scripts.mit.edu/~jgross/alphabets/results/accepted-images/a1apotymebem10kntexx.png
task-106-character-0-character-number: 10
task-106-character-0-id: a1poymbentexx
task-106-character-1-alphabet: tagalog
task-106-character-1-anonymous_url: http://scripts.mit.edu/~jgross/alphabets/results/accepted-images/a1t2rafygr8a06edbn79.png
task-106-character-1-character-number: 06
task-106-character-1-id: a12rfyr8dbn79
task-106-is-correct-answer: true
task-106-keypress: {""altKey"":false,""charCode"":106,""ctrlKey"":false,""keyCode"":106,""metaKey"":false,""shiftKey"":false,""timeStamp"":1301728644479,""which"":106}
task-106-keypress_before_show_prompt_count: 0
task-106-noise-image-0-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise3.png
task-106-noise-image-1-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise6.png
task-106-noise-image-2-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise6.png
task-106-noise-image-3-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise2.png
task-106-noise-image-4-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise0.png
task-106-reaction-time: 927
task-106-time-of-doTask: 1302074242671
task-106-time-of-keypress: 1302074244479
task-106-time-of-showCharacters: 1302074243552
task-107-are-same: false
task-107-character-0-alphabet: tagalog
task-107-character-0-anonymous_url: http://scripts.mit.edu/~jgross/alphabets/results/accepted-images/a1t2rafygr8a05edbn79.png
task-107-character-0-character-number: 05
task-107-character-0-id: a12rfyr8dbn79
task-107-character-1-alphabet: inuktitut
task-107-character-1-anonymous_url: http://scripts.mit.edu/~jgross/alphabets/results/accepted-images/a1iw3nfou0dk0377cf5t.png
task-107-character-1-character-number: 03
task-107-character-1-id: a1w3fo0d7cf5t
task-107-is-correct-answer: true
task-107-keypress: {""altKey"":false,""charCode"":106,""ctrlKey"":false,""keyCode"":106,""metaKey"":false,""shiftKey"":false,""timeStamp"":1301728647892,""which"":106}
task-107-keypress_before_show_prompt_count: 0
task-107-noise-image-0-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise5.png
task-107-noise-image-1-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise1.png
task-107-noise-image-2-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise0.png
task-107-noise-image-3-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise4.png
task-107-noise-image-4-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise8.png
task-107-reaction-time: 886
task-107-time-of-doTask: 1302074245596
task-107-time-of-keypress: 1302074247892
task-107-time-of-showCharacters: 1302074247006
task-108-are-same: true
task-108-character-0-alphabet: inuktitut
task-108-character-0-anonymous_url: http://scripts.mit.edu/~jgross/alphabets/results/accepted-images/alijsnxtu6vk01r0a30.png
task-108-character-0-character-number: 01
task-108-character-0-id: aljsxt6v0a30
task-108-character-1-alphabet: inuktitut
task-108-character-1-anonymous_url: http://scripts.mit.edu/~jgross/alphabets/results/accepted-images/a1ij8ns7ugik01uyto4a.png
task-108-character-1-character-number: 01
task-108-character-1-id: a1j8s7giyto4a
task-108-is-correct-answer: true
task-108-keypress: 
task-108-keypress_before_show_prompt_count: 
task-108-noise-image-0-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise5.png
task-108-noise-image-1-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise0.png
task-108-noise-image-2-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise6.png
task-108-noise-image-3-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise6.png
task-108-noise-image-4-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise7.png
task-108-reaction-time: -1
task-108-time-of-doTask: 1302074248992
task-108-time-of-keypress: 
task-108-time-of-showCharacters: 1302074250242
task-109-are-same: false
task-109-character-0-alphabet: korean
task-109-character-0-anonymous_url: http://scripts.mit.edu/~jgross/alphabets/results/accepted-images/a1kudoqvr4pe39ufypkn.png
task-109-character-0-character-number: 39
task-109-character-0-id: a1udqv4pfypkn
task-109-character-1-alphabet: korean
task-109-character-1-anonymous_url: http://scripts.mit.edu/~jgross/alphabets/results/accepted-images/a1kv0op7r9fe29fynz9j.png
task-109-character-1-character-number: 29
task-109-character-1-id: a1v0p79fynz9j
task-109-is-correct-answer: true
task-109-keypress: {""altKey"":false,""charCode"":106,""ctrlKey"":false,""keyCode"":106,""metaKey"":false,""shiftKey"":false,""timeStamp"":1301728658251,""which"":106}
task-109-keypress_before_show_prompt_count: 0
task-109-noise-image-0-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise8.png
task-109-noise-image-1-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise2.png
task-109-noise-image-2-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise4.png
task-109-noise-image-3-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise7.png
