calibration_task-0-keypress: {""altKey"":false,""ctrlKey"":false,""keyCode"":97,""metaKey"":false,""shiftKey"":false,""timeStamp"":1301729891693,""which"":97}
calibration_task-5-time-of-keypress: 1302075504590
calibration_task-5-time-of-showCharacters: 1302075504290
calibration_task-6-keypress: {""altKey"":false,""ctrlKey"":false,""keyCode"":97,""metaKey"":false,""shiftKey"":false,""timeStamp"":1301729906966,""which"":97}
calibration_task-6-keypress_before_show_prompt_count: 0
calibration_task-6-reaction-time: 487
calibration_task-6-time-of-doTask: 1302075505593
calibration_task-6-time-of-keypress: 1302075506966
calibration_task-6-time-of-showCharacters: 1302075506479
calibration_task-7-keypress: {""altKey"":false,""ctrlKey"":false,""keyCode"":97,""metaKey"":false,""shiftKey"":false,""timeStamp"":1301729909497,""which"":97}
calibration_task-7-keypress_before_show_prompt_count: 0
calibration_task-7-reaction-time: 314
calibration_task-7-time-of-doTask: 1302075507969
calibration_task-7-time-of-keypress: 1302075509497
calibration_task-7-time-of-showCharacters: 1302075509183
calibration_task-8-keypress: {""altKey"":false,""ctrlKey"":false,""keyCode"":97,""metaKey"":false,""shiftKey"":false,""timeStamp"":1301729912120,""which"":97}
calibration_task-8-keypress_before_show_prompt_count: 0
calibration_task-8-reaction-time: 331
calibration_task-8-time-of-doTask: 1302075510499
calibration_task-8-time-of-keypress: 1302075512121
calibration_task-8-time-of-showCharacters: 1302075511790
calibration_task-9-keypress: {""altKey"":false,""ctrlKey"":false,""keyCode"":97,""metaKey"":false,""shiftKey"":false,""timeStamp"":1301729914502,""which"":97}
calibration_task-9-keypress_before_show_prompt_count: 0
calibration_task-9-reaction-time: 322
calibration_task-9-time-of-doTask: 1302075513125
calibration_task-9-time-of-keypress: 1302075514502
calibration_task-9-time-of-showCharacters: 1302075514180
duration: 0y 0d 0h 27m 9s 844ms
feedback: 
form-load-time: 1302075351592
form-submit-time: 1302076986973
jQuery.browser.mozilla: 
jQuery.browser.msie: 
jQuery.browser.opera: true
jQuery.browser.safari: 
jQuery.browser.version: 11.01
jQuery.browser.webkit: 
navigator.appCodeName: Mozilla
navigator.appName: Opera
navigator.appVersion: 9.80 (Windows NT 6.1; U; en)
navigator.platform: Win32
navigator.userAgent: Opera/9.80 (Windows NT 6.1; U; en) Presto/2.7.62 Version/11.01
navigator.vendor: 
reject: 
screenAvailHeight: 768
screenAvailWidth: 1366
screenHeight: 768
screenWidth: 1366
submit: Submit
task-0-are-same: false
task-0-character-0-alphabet: myanmar
task-0-character-0-anonymous_url: http://scripts.mit.edu/~jgross/alphabets/results/accepted-images/a1maeyguanfn3116e081.png
task-0-character-0-character-number: 31
task-0-character-0-id: a1aegunf6e081
task-0-character-1-alphabet: inuktitut
task-0-character-1-anonymous_url: http://scripts.mit.edu/~jgross/alphabets/results/accepted-images/a1i2rnfyur8k01edbn79.png
task-0-character-1-character-number: 01
task-0-character-1-id: a12rfyr8dbn79
task-0-is-correct-answer: true
task-0-keypress: {""altKey"":false,""ctrlKey"":false,""keyCode"":97,""metaKey"":false,""shiftKey"":false,""timeStamp"":1301729967213,""which"":97}
task-0-keypress_before_show_prompt_count: 0
task-0-noise-image-0-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise6.png
task-0-noise-image-1-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise1.png
task-0-noise-image-2-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise2.png
task-0-noise-image-3-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise8.png
task-0-noise-image-4-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise8.png
task-0-reaction-time: 1324
task-0-time-of-doTask: 1302075564623
task-0-time-of-keypress: 1302075567213
task-0-time-of-showCharacters: 1302075565889
task-1-are-same: false
task-1-character-0-alphabet: tagalog
task-1-character-0-anonymous_url: http://scripts.mit.edu/~jgross/alphabets/results/accepted-images/a1tl2afzgyna10s31zvf.png
task-1-character-0-character-number: 10
task-1-character-0-id: a1l2fzyn31zvf
task-1-character-1-alphabet: inuktitut
task-1-character-1-anonymous_url: http://scripts.mit.edu/~jgross/alphabets/results/accepted-images/a1imannxuzok01lpzden.png
task-1-character-1-character-number: 01
task-1-character-1-id: a1manxzopzden
task-1-is-correct-answer: true
task-1-keypress: {""altKey"":false,""ctrlKey"":false,""keyCode"":97,""metaKey"":false,""shiftKey"":false,""timeStamp"":1301729969775,""which"":97}
task-1-keypress_before_show_prompt_count: 0
task-1-noise-image-0-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise7.png
task-1-noise-image-1-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise8.png
task-1-noise-image-2-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise5.png
task-1-noise-image-3-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise6.png
task-1-noise-image-4-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise1.png
task-1-reaction-time: 337
task-1-time-of-doTask: 1302075568226
task-1-time-of-keypress: 1302075569775
task-1-time-of-showCharacters: 1302075569438
task-10-are-same: false
task-10-character-0-alphabet: sylheti
task-10-character-0-anonymous_url: http://scripts.mit.edu/~jgross/alphabets/results/accepted-images/a1ss3ynjlxhh20cehcip.png
task-10-character-0-character-number: 20
task-10-character-0-id: a1s3njxhehcip
task-10-character-1-alphabet: inuktitut
task-10-character-1-anonymous_url: http://scripts.mit.edu/~jgross/alphabets/results/accepted-images/avilbnkmu6qk02ipb1s.png
task-10-character-1-character-number: 02
task-10-character-1-id: avlbkm6qpb1s
task-10-is-correct-answer: true
task-10-keypress: {""altKey"":false,""ctrlKey"":false,""keyCode"":97,""metaKey"":false,""shiftKey"":false,""timeStamp"":1301730020139,""which"":97}
task-10-keypress_before_show_prompt_count: 0
task-10-noise-image-0-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise8.png
task-10-noise-image-1-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise5.png
task-10-noise-image-2-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise9.png
task-10-noise-image-3-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise1.png
task-10-noise-image-4-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise7.png
task-10-reaction-time: 1149
task-10-time-of-doTask: 1302075618383
task-10-time-of-keypress: 1302075620139
task-10-time-of-showCharacters: 1302075618990
task-100-are-same: true
task-100-character-0-alphabet: atemayar
task-100-character-0-anonymous_url: http://scripts.mit.edu/~jgross/alphabets/results/accepted-images/agastt3ceo6m10uusf8.png
task-100-character-0-character-number: 10
task-100-character-0-id: agst3co6usf8
task-100-character-1-alphabet: atemayar
task-100-character-1-anonymous_url: http://scripts.mit.edu/~jgross/alphabets/results/accepted-images/azadwt60e62m101ia38.png
task-100-character-1-character-number: 10
task-100-character-1-id: azdw6062ia38
task-100-is-correct-answer: true
task-100-keypress: 
task-100-keypress_before_show_prompt_count: 
task-100-noise-image-0-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise9.png
task-100-noise-image-1-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise2.png
task-100-noise-image-2-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise4.png
task-100-noise-image-3-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise7.png
task-100-noise-image-4-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise8.png
task-100-reaction-time: -1
task-100-time-of-doTask: 1302076424963
task-100-time-of-keypress: 
task-100-time-of-showCharacters: 1302076425964
task-101-are-same: false
task-101-character-0-alphabet: korean
task-101-character-0-anonymous_url: http://scripts.mit.edu/~jgross/alphabets/results/accepted-images/a1koho82rlwe28dr5hbg.png
task-101-character-0-character-number: 28
task-101-character-0-id: a1oh82lwr5hbg
task-101-character-1-alphabet: korean
task-101-character-1-anonymous_url: http://scripts.mit.edu/~jgross/alphabets/results/accepted-images/a3kdfoh6rdpe29di11ip.png
task-101-character-1-character-number: 29
task-101-character-1-id: a3dfh6dpi11ip
task-101-is-correct-answer: true
task-101-keypress: {""altKey"":false,""ctrlKey"":false,""keyCode"":32,""metaKey"":false,""shiftKey"":false,""timeStamp"":1301730834574,""which"":32}
task-101-keypress_before_show_prompt_count: 0
task-101-noise-image-0-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise5.png
task-101-noise-image-1-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise0.png
task-101-noise-image-2-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise9.png
task-101-noise-image-3-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise7.png
task-101-noise-image-4-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise3.png
task-101-reaction-time: 2618
task-101-time-of-doTask: 1302076430973
task-101-time-of-keypress: 1302076434574
task-101-time-of-showCharacters: 1302076431956
task-102-are-same: false
task-102-character-0-alphabet: tagalog
task-102-character-0-anonymous_url: http://scripts.mit.edu/~jgross/alphabets/results/accepted-images/a2tdua38g80a06mjbrov.png
task-102-character-0-character-number: 06
task-102-character-0-id: a2du3880jbrov
task-102-character-1-alphabet: myanmar
task-102-character-1-anonymous_url: http://scripts.mit.edu/~jgross/alphabets/results/accepted-images/a1mclyejahbn252x9yyn.png
task-102-character-1-character-number: 25
task-102-character-1-id: a1clejhbx9yyn
task-102-is-correct-answer: true
task-102-keypress: {""altKey"":false,""ctrlKey"":false,""keyCode"":32,""metaKey"":false,""shiftKey"":false,""timeStamp"":1301730837640,""which"":32}
task-102-keypress_before_show_prompt_count: 0
task-102-noise-image-0-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise4.png
task-102-noise-image-1-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise4.png
task-102-noise-image-2-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise8.png
task-102-noise-image-3-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise1.png
task-102-noise-image-4-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise6.png
task-102-reaction-time: 966
task-102-time-of-doTask: 1302076435585
task-102-time-of-keypress: 1302076437640
task-102-time-of-showCharacters: 1302076436674
task-103-are-same: true
task-103-character-0-alphabet: tagalog
task-103-character-0-anonymous_url: http://scripts.mit.edu/~jgross/alphabets/results/accepted-images/altjsaxtg6va05r0a30.png
task-103-character-0-character-number: 05
task-103-character-0-id: aljsxt6v0a30
task-103-character-1-alphabet: tagalog
task-103-character-1-anonymous_url: http://scripts.mit.edu/~jgross/alphabets/results/accepted-images/a1ti9a2agaca05zrkacw.png
task-103-character-1-character-number: 05
task-103-character-1-id: a1i92aacrkacw
task-103-is-correct-answer: true
task-103-keypress: 
task-103-keypress_before_show_prompt_count: 
task-103-noise-image-0-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise8.png
task-103-noise-image-1-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise1.png
task-103-noise-image-2-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise0.png
task-103-noise-image-3-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise4.png
task-103-noise-image-4-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise5.png
task-103-reaction-time: -1
task-103-time-of-doTask: 1302076438654
task-103-time-of-keypress: 
task-103-time-of-showCharacters: 1302076439616
task-104-are-same: true
task-104-character-0-alphabet: inuktitut
task-104-character-0-anonymous_url: http://scripts.mit.edu/~jgross/alphabets/results/accepted-images/a1is3nnjuxhk03cehcip.png
task-104-character-0-character-number: 03
task-104-character-0-id: a1s3njxhehcip
task-104-character-1-alphabet: inuktitut
task-104-character-1-anonymous_url: http://scripts.mit.edu/~jgross/alphabets/results/accepted-images/a1iw3nfou0dk0377cf5t.png
task-104-character-1-character-number: 03
task-104-character-1-id: a1w3fo0d7cf5t
task-104-is-correct-answer: true
task-104-keypress: 
task-104-keypress_before_show_prompt_count: 
task-104-noise-image-0-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise5.png
task-104-noise-image-1-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise3.png
task-104-noise-image-2-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise4.png
task-104-noise-image-3-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise2.png
task-104-noise-image-4-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise9.png
task-104-reaction-time: -1
task-104-time-of-doTask: 1302076444625
task-104-time-of-keypress: 
task-104-time-of-showCharacters: 1302076446211
task-105-are-same: false
task-105-character-0-alphabet: sylheti
task-105-character-0-anonymous_url: http://scripts.mit.edu/~jgross/alphabets/results/accepted-images/a1ss3ynjlxhh19cehcip.png
task-105-character-0-character-number: 19
task-105-character-0-id: a1s3njxhehcip
task-105-character-1-alphabet: tagalog
task-105-character-1-anonymous_url: http://scripts.mit.edu/~jgross/alphabets/results/accepted-images/a1teharxgjpa06klsq0r.png
task-105-character-1-character-number: 06
task-105-character-1-id: a1ehrxjplsq0r
task-105-is-correct-answer: true
task-105-keypress: {""altKey"":false,""ctrlKey"":false,""keyCode"":32,""metaKey"":false,""shiftKey"":false,""timeStamp"":1301730853422,""which"":32}
task-105-keypress_before_show_prompt_count: 0
task-105-noise-image-0-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise3.png
task-105-noise-image-1-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise9.png
task-105-noise-image-2-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise6.png
task-105-noise-image-3-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise5.png
task-105-noise-image-4-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise6.png
task-105-reaction-time: 1413
task-105-time-of-doTask: 1302076451219
task-105-time-of-keypress: 1302076453422
task-105-time-of-showCharacters: 1302076452009
task-106-are-same: false
task-106-character-0-alphabet: korean
task-106-character-0-anonymous_url: http://scripts.mit.edu/~jgross/alphabets/results/accepted-images/a3kdfoh6rdpe28di11ip.png
task-106-character-0-character-number: 28
task-106-character-0-id: a3dfh6dpi11ip
task-106-character-1-alphabet: inuktitut
task-106-character-1-anonymous_url: http://scripts.mit.edu/~jgross/alphabets/results/accepted-images/a1i2xnm8u6dk01u2nbih.png
task-106-character-1-character-number: 01
task-106-character-1-id: a12xm86d2nbih
task-106-is-correct-answer: true
task-106-keypress: {""altKey"":false,""ctrlKey"":false,""keyCode"":32,""metaKey"":false,""shiftKey"":false,""timeStamp"":1301730856812,""which"":32}
task-106-keypress_before_show_prompt_count: 0
task-106-noise-image-0-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise7.png
task-106-noise-image-1-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise1.png
task-106-noise-image-2-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise2.png
task-106-noise-image-3-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise4.png
task-106-noise-image-4-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise0.png
task-106-reaction-time: 928
task-106-time-of-doTask: 1302076454433
task-106-time-of-keypress: 1302076456812
task-106-time-of-showCharacters: 1302076455884
task-107-are-same: false
task-107-character-0-alphabet: tagalog
task-107-character-0-anonymous_url: http://scripts.mit.edu/~jgross/alphabets/results/accepted-images/aet0iabwgt7a02easth.png
task-107-character-0-character-number: 02
task-107-character-0-id: ae0ibwt7asth
task-107-character-1-alphabet: korean
task-107-character-1-anonymous_url: http://scripts.mit.edu/~jgross/alphabets/results/accepted-images/a1kumohcrrje28j9zfdp.png
task-107-character-1-character-number: 28
task-107-character-1-id: a1umhcrj9zfdp
task-107-is-correct-answer: true
task-107-keypress: {""altKey"":false,""ctrlKey"":false,""keyCode"":32,""metaKey"":false,""shiftKey"":false,""timeStamp"":1301730859180,""which"":32}
task-107-keypress_before_show_prompt_count: 0
task-107-noise-image-0-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise6.png
task-107-noise-image-1-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise0.png
task-107-noise-image-2-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise0.png
task-107-noise-image-3-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise0.png
task-107-noise-image-4-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise9.png
task-107-reaction-time: 741
task-107-time-of-doTask: 1302076457824
task-107-time-of-keypress: 1302076459180
task-107-time-of-showCharacters: 1302076458439
task-108-are-same: true
task-108-character-0-alphabet: myanmar
task-108-character-0-anonymous_url: http://scripts.mit.edu/~jgross/alphabets/results/accepted-images/a3mqayt9aqkn326qumi2.png
task-108-character-0-character-number: 32
task-108-character-0-id: a3qat9qkqumi2
task-108-character-1-alphabet: myanmar
task-108-character-1-anonymous_url: http://scripts.mit.edu/~jgross/alphabets/results/accepted-images/a1ms3ynjaxhn32cehcip.png
task-108-character-1-character-number: 32
task-108-character-1-id: a1s3njxhehcip
task-108-is-correct-answer: true
task-108-keypress: 
task-108-keypress_before_show_prompt_count: 
task-108-noise-image-0-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise1.png
task-108-noise-image-1-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise3.png
task-108-noise-image-2-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise2.png
task-108-noise-image-3-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise8.png
task-108-noise-image-4-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise7.png
task-108-reaction-time: -1
task-108-time-of-doTask: 1302076460197
task-108-time-of-keypress: 
task-108-time-of-showCharacters: 1302076460938
task-109-are-same: false
task-109-character-0-alphabet: tagalog
task-109-character-0-anonymous_url: http://scripts.mit.edu/~jgross/alphabets/results/accepted-images/avtlbakmg6qa02ipb1s.png
task-109-character-0-character-number: 02
task-109-character-0-id: avlbkm6qpb1s
task-109-character-1-alphabet: sylheti
task-109-character-1-anonymous_url: http://scripts.mit.edu/~jgross/alphabets/results/accepted-images/avslbykml6qh17ipb1s.png
task-109-character-1-character-number: 17
task-109-character-1-id: avlbkm6qpb1s
task-109-is-correct-answer: true
task-109-keypress: {""altKey"":false,""ctrlKey"":false,""keyCode"":32,""metaKey"":false,""shiftKey"":false,""timeStamp"":1301730867892,""which"":32}
task-109-keypress_before_show_prompt_count: 0
task-109-noise-image-0-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise7.png
task-109-noise-image-1-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise9.png
task-109-noise-image-2-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise5.png
task-109-noise-image-3-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise8.png
task-109-noise-image-4-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise8.png
task-109-reaction-time: 1186
task-109-time-of-doTask: 1302076465947
task-109-time-of-keypress: 1302076467892
task-109-time-of-showCharacters: 1302076466706
task-11-are-same: true
task-11-character-0-alphabet: myanmar
task-11-character-0-anonymous_url: http://scripts.mit.edu/~jgross/alphabets/results/accepted-images/a6mfjybvauzn25yrhm6.png
task-11-character-0-character-number: 25
task-11-character-0-id: a6fjbvuzrhm6
task-11-character-1-alphabet: myanmar
task-11-character-1-anonymous_url: http://scripts.mit.edu/~jgross/alphabets/results/accepted-images/a1mfoyggatln25wgo7n4.png
task-11-character-1-character-number: 25
task-11-character-1-id: a1foggtlgo7n4
task-11-is-correct-answer: true
task-11-keypress: 
task-11-keypress_before_show_prompt_count: 
task-11-noise-image-0-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise7.png
task-11-noise-image-1-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise4.png
task-11-noise-image-2-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise3.png
